ELTDEC_numero,ELTDEC_designation,FAM_code,FCT_numero,FCT_nature,FCT_designation,FCT_BE_resp,VAR_numero,VAR_type,VAR_argument_produit_1,VAR_argument_produit_2,VAR_prix_previ,VAR_masse_previ,SOL_numero,SOL_site_production,SOL_sce,SOL_appariement,ESO_numero,ESO_etat,ESO_num_appro,ESO_date_histo,ESO_num_PG,ESO_commonalite,ESO_commentaire,ESO_designation_PG,ESO_code_SH,ESO_fourn_pilote,ESO_type_concur,ESO_mas_prob,ESO_mas_recy,ESO_risque,ESO_ecart_mas1,ESO_ecart_mas2,ESO_potentiel,ESO_coef,ESO_design_dos_fct,ESO_BE_resp,ESO_indice_dos_fct,AFU_int_site,AFU_int_sce,AFU_int_validite,AFU_ext_site,AFU_ext_sce,AFU_ext_validite,ECO_statut,ECO_sol_ext,ECO_parallel_set_cod,ECO_commentaire,PIE_numero,PIE_designation,PIE_type,PIE_BE_resp,PIE_sce_gest,PIE_sce_colead,PIE_ldr_conception,PIE_Nis_pie_numero,PIE_unite,AFF_POI_site,AFF_POI_sce,AFF_POI_validite,AFF_POE_site,AFF_POE_sce,AFF_POE_validite,AFF_uti_SIGNE,AFF_uti_G2B,PIE_cod_RSE,PIE_vital_part,PIE_code_nature,PIE_code_techno,PIE_sct_ach,PIE_fournisseur,PIE_cod_fab,PIE_source,PIE_gest_MDS,PIE_prix_std,PIE_prix_hors_amort,PIE_inducteur1,PIE_inducteur2,PIE_creation_comment,PIE_gest_PPU,PIE_maj_PPU,PIEIND_indice,PIEIND_statut,PIEIND_Dernier_indice,PIEIND_Dernier_statut,PIEIND_marquage_pays,PIEIND_masse,PIEIND_type_masse,PIEIND_nuance_protection,PIEIND_epaisseur,PIEIND_typologie,DOCTECH_numero,DOCTECH_BE_resp,DOCTECH_type,DOCTECH_indice,DOCTECH_indice_mineur,DOCTECH_flag_nis
63,SIEGES,X79,F10603---,Fonction,SIEGE D 1ERE RNG,Renault,BG,Projet,SL2017 H79/E2/DRA/ABLAV/SGACHA/ENPA01/PRUPTC,,,,1,MOP,0M000,,1,Valide," 	 ",06/05/2016,F10603/AH,,,SIEGE AV D 1ERE RNG COMPLET,9401.2,,Fournisseur,,,,,,,1,,,,,,,EXT,0M000,Officielle,BE,,,," 	 870001780W",SIEGE AV PASSAGER D,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,EXT,,RSE,,-,,,,YA,,Non,,,Design - Montée en Gamme - Teintes,Non définie,,,,---,BE,---,BE,,15.1,Calculée,,,Plan et Num 3D obligatoires,2D0010116P,Renault,Plan,--A,2,
63,SIEGES,X79,F10603---,Fonction,SIEGE D 1ERE RNG,Renault,BJ,Projet," SL2017 H79/E2/DD/DRA/ABLAV/ENPA01/TLRP06,TLRP51.",,,,1,MOP,0M000,,1,Valide," 	 ",06/05/2016,F10603/AH,,,SIEGE AV D 1ERE RNG COMPLET,9401.2,,Fournisseur,,,,,,,1,,,,,,,EXT,0M000,Officielle,BE,,,," 	 870001808W",SIEGE AV PASSAGER D,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,EXT,,RSE,,-,,,,77,,Non,,,Design - Montée en Gamme - Teintes,Non définie,,,,---,BE,---,BE,,17.26,Calculée,,,Plan et Num 3D obligatoires,2D0010117P,Renault,Plan,--A,3,
63,SIEGES,X79,F10603---,Fonction,SIEGE D 1ERE RNG,Renault,BV,Projet,H79 PH2 E1 GCC RUSSIE SANS AIRBAG,,,,4,ORU,0M000,,3,Valide," 	 ",22/01/2019,F10603/AU,,,GARNITURE DE COUSSIN DE SIEGE D 1ERE RNG,6307.9,,Fournisseur,,,,,,,1,,,,ORU,0M000,Officielle,,,,BE,,,," 	 873200092R",COIFFE COUSSIN SJ AV D,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,ORU,,R--,,-,,,FAURECIA AUTOMOTIVE DEVELOPM,MH,,Oui,,,Design - Montée en Gamme - Teintes,Version dérivée ou série limitée,,,,---,BE,---,BE,,0.276,Calculée,,,Plan de définition obligatoire,2D0013916P,Renault,Plan,---,1,
63,SIEGES,X79,F10603---,Fonction,SIEGE D 1ERE RNG,Renault,C8,Projet,H79/ENPB01/PRUPTI/E0/SABLAV,,,,5,ORU,0M000,,3,Valide," 	 ",22/01/2019,F10603/AU,,,GARNITURE DE COUSSIN DE SIEGE D 1ERE RNG,6307.9,,Fournisseur,,,,,,,1,,,,ORU,0M000,Officielle,,,,BE,,,," 	 873204684R",COIFFE COUSSIN SJ AV D,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,ORU,,R--,,-,,,FAURECIA AUTOMOTIVE DEVELOPM,BD,,Oui,,,Prestations Véhicules et Organes,Evolution règlementaire,,,,---,BE,---,BE,,0.279,Calculée,,,Plan de définition obligatoire,2D0031466P,Renault,Plan,---,1,
63,SIEGES,X79,F10603---,Fonction,SIEGE D 1ERE RNG,Renault,C8,Projet,H79/ENPB01/PRUPTI/E0/SABLAV,,,,5,ORU,0M000,,4,Valide," 	 ",22/01/2019,F10603/AT,,,GARNITURE DE DOSSIER DE SIEGE D 1ERE RNG,6307.9,,Fournisseur,,,,,,,1,,,,ORU,0M000,Officielle,,,,BE,,,," 	 876203981R",COIFFE DOSSIER SJ AV D,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,ORU,,R--,,-,,,FAURECIA AUTOMOTIVE DEVELOPM,BR,,Oui,,,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,---,BE,---,BE,,0.567,Calculée,,,Plan de définition obligatoire,2D0031451P,Renault,Plan,---,1,
63,SIEGES,X79,F10603---,Fonction,SIEGE D 1ERE RNG,Renault,C9,Projet,H79/ENPB01/PRUPTI/E1/SABLAV/SGSCHA,,,,4,ORU,0M000,,3,Valide," 	 ",22/01/2019,F10603/AU,,,GARNITURE DE COUSSIN DE SIEGE D 1ERE RNG,6307.9,,Fournisseur,,,,,,,1,,,,ORU,0M000,Officielle,,,,BE,,,," 	 873206118R",COIFFE COUSSIN SJ AV D,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,ORU,,R--,,-,,,FAURECIA AUTOMOTIVE DEVELOPM,ZJ,,Oui,,,Prestations Véhicules et Organes,Evolution règlementaire,,,,---,BE,---,BE,,0.3,Calculée,,,Plan de définition obligatoire,2D0031468P,Renault,Plan,---,1,
63,SIEGES,X79,F10603---,Fonction,SIEGE D 1ERE RNG,Renault,CG,Projet,H79 RUSSIA LE19 SABLAV,,,,7,ORU,0M000,,4,Valide," 	 ",27/03/2019,F10603/AT,,,GARNITURE DE DOSSIER DE SIEGE D 1ERE RNG,6307.9,,Fournisseur,,,,,,,1,,,,ORU,0M000,Officielle,,,,BE,,,," 	 876200915R",COIFFE DOSSIER SJ AV D,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,ORU,,R--,,-,,,FAURECIA AUTOMOTIVE DEVELOPM,63,,Oui,,,Design - Montée en Gamme - Teintes,Version dérivée ou série limitée,,,,---,BE,---,BE,,0.4,Calculée,,,Plan de définition obligatoire,2D0032882P,Renault,Plan,---,1,
63,SIEGES,X79,F10603---,Fonction,SIEGE D 1ERE RNG,Renault,CH,Projet,H79 RUSSIA LE19 ABLAV,,,,7,ORU,0M000,,4,Valide," 	 ",27/03/2019,F10603/AT,,,GARNITURE DE DOSSIER DE SIEGE D 1ERE RNG,6307.9,,Fournisseur,,,,,,,1,,,,ORU,0M000,Officielle,,,,BE,,,," 	 876200246R",COIFFE DOSSIER SJ AV D,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,ORU,,RS-,,-,,,FAURECIA AUTOMOTIVE DEVELOPM,TX,,Oui,,,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,---,BE,---,BE,,0.45,Calculée,,,Plan de définition obligatoire,2D0032880P,Renault,Plan,---,1,
63,SIEGES,X79,F16729---,Fonction,GLISSIERE SIEGE 1ERE RANGEE,Renault,1,Projet,H79,,,,3,,0M000,,1,Valide," 	 ",27/07/2016,F16729/BH,,,PALONNIER 2 DE GLISSIERE SIEGE G 1ERE RANGEE,9401.9,,Fournisseur,,,,,,,1,,,,ORU,0M000,Officielle,,,,BE,,,," 	 8200448166",PALONNIER SIEGE AV G,PIE,Renault,65711,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,65711,Officielle," EXT,ORU",,---,,-,YBR,S4Q,ADIENT AUTOMOTIVE ROMANIA SR,V7,,Oui,,,Non définie,Non définie,Initialisation par PDP,,,--C,BE,--C,BE,,0.256,Calculée,,,Plan de définition obligatoire,8200448166,Renault,Plan,--B,4,Non partagé
63,SIEGES,X79,F16729---,Fonction,GLISSIERE SIEGE 1ERE RANGEE,Renault,1,Projet,H79,,,,3,,0M000,,2,Valide," 	 ",27/07/2016,F16729/BG,,,CALE GLISSIERE SIEGE 1ERE RNG,9401.9,,Fournisseur,,,,,,,4,,,,ORU,0M000,Officielle,,,,BE,,,," 	 8201495427",CLIP GIFFE-AXE,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,ORU,,---,,-,,,FAURECIA AUTOMOTIVE DEVELOPM,V9,,Non,,,Design - Montée en Gamme - Teintes,Version dérivée ou série limitée,,,,---,BE,---,BE,,0.001,Calculée,,,Plan de définition obligatoire,8201495427,Renault,Plan,---,1,Non partagé
63,SIEGES,X79,F16729---,Fonction,GLISSIERE SIEGE 1ERE RANGEE,Renault,2,Projet,H79 ABLAV,,,,3,,0M000,,1,Valide," 	 ",27/07/2016,F16729/BH,,,PALONNIER 2 DE GLISSIERE SIEGE G 1ERE RANGEE,9401.9,,Fournisseur,,,,,,,1,,,,ORU,0M000,Officielle,,,,BE,,,," 	 874118887R",PALONNIER SIEGE AV G,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle," ORU,EXT",,---,,-,,S4Q,ADIENT AUTOMOTIVE ROMANIA SR,HM,,Oui,,,Non définie,Non définie,Initialisation par PDP,,,--B,BE,--B,BE,,1.5,Calculée,,,Plan de définition obligatoire,874115132R,Renault,Plan,--A,1,Non partagé
63,SIEGES,X79,F16729---,Fonction,GLISSIERE SIEGE 1ERE RANGEE,Renault,6,Projet,H79 PH2 RUSSIE,,,,2,,0M000,,1,Valide," 	 ",08/04/2016,F16729/BH,,,PALONNIER 2 DE GLISSIERE SIEGE G 1ERE RANGEE,9401.9,,Fournisseur,,,,,,,1,,,,ORU,0M000,Officielle,,,,BE,,,," 	 874114263R",PALONNIER SIEGE AV G,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,ORU,,RS-,,-,,,FAURECIA AUTOMOTIVE DEVELOPM,HS,,Oui,,,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,---,BE,---,BE,,0.23,Calculée,,,Plan et Num 3D obligatoires,874117284R,Renault,Plan,---,2,Non partagé
63,SIEGES,X79,F22392---,Fonction,ARMATURE ASSISE SIEGE 1ERE RNG,Renault,1,Projet," H79 PH2 RUSSIE E2, E2+",,,,1,,0M000,,1,Valide," 	 ",17/01/2014,F22392/AE,,,RENFORT ARMATURE DE COUSSIN DE SIEGE G 1ERE RNG,,,Fournisseur,,,,,,,1,,,,ORU,0M000,Officielle,,,,BE,,,," 	 875D44880R",RENFORT ARMATURE COUSSIN SIEGE AV G,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,ORU,,RS-,,-,,,FAURECIA AUTOMOTIVE DEVELOPM,1X,,Oui,,,Design - Montée en Gamme - Teintes,Version dérivée ou série limitée,,,,---,BE,---,BE,,0.123,Calculée,,,Plan de définition obligatoire,875D44880R,Renault,Plan,---,1,Non partagé
63,SIEGES,X79,F23182---,Fonction,CARTER SIEGE 1ERE RNG,Renault,1,Projet,H79/ENPB01   RUSSIE PH2,,,,1,,0M000,,1,Valide," 	 ",16/12/2016,F23182/AB,,,CARTER INT ASSISE SIEGE D 1ERE RNG,,,Fournisseur,,,,,,,1,,,,ORU,0M000,Officielle,,,,BE,,,," 	 873311614R",CARTER INT ASSISE SIEGE D 1ERE RNG,PIE,Renault,0RDBA,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,ORU,,RS-,,-,,,FAURECIA AUTOMOTIVE DEVELOPM,5M,,Oui,,,Gestion Documentaire,Assemblé,,,,--A,BE,--A,BE,,0.1,Calculée,,,Plan et Num 3D obligatoires,873311614R,Renault,Plan,--A,1,Non partagé
63,SIEGES,X79,F10601---,Fonction,SIEGE 2EME RANGEE,Renault,63,Projet,H79 PH2 PITESTI E2 CUIR 3AT FBANAR + LONG LIFE,,,,1,MOP,0M000,,4,Valide," 	 ",06/09/2012,F10601/BB,,,GACHE DE DOSSIER DE SIEGE 2EME RNG,,,Fournisseur,,,,,,,2,,,,MOP,0M000,Officielle,,,,BE,,,," 	 886425835R",GACHE DOSSIER BANQUETTE,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0INDE,Officielle," MOP,ORU,OCM,CHN,NSA,TOA,RMA",,RS-,,-,,,CHIMSPORT AUTOMOTIVE SA,F4,,Oui,,,Design - Montée en Gamme - Teintes,Non définie,Initialisation par PDP,,,--A,BE,--A,BE,,0.049,Calculée,,,Plan et Num 3D obligatoires,2D0009388P,Renault,Plan,---,1,
63,SIEGES,X79,F10601---,Fonction,SIEGE 2EME RANGEE,Renault,63,Projet,H79 PH2 PITESTI E2 CUIR 3AT FBANAR + LONG LIFE,,,,1,MOP,0M000,,4,Valide," 	 ",06/09/2012,F10601/BB,,,GACHE DE DOSSIER DE SIEGE 2EME RNG,,,Fournisseur,,,,,,,2,,,,MOP,0M000,Officielle,,,,BE,,,," 	 886425835R",GACHE DOSSIER BANQUETTE,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0INDE,Officielle," MOP,ORU,OCM,CHN,NSA,TOA,RMA",,RS-,,-,,,CHIMSPORT AUTOMOTIVE SA,F4,,Oui,,,Design - Montée en Gamme - Teintes,Non définie,Initialisation par PDP,,,--A,BE,--A,BE,,0.049,Calculée,,,Plan et Num 3D obligatoires,2D0010527P,Renault,Plan,--A,2,
63,SIEGES,X79,F10601---,Fonction,SIEGE 2EME RANGEE,Renault,74,Projet,H79 PH2 RUSSIE E1 2AT,,,,10,ORU,0M000,,15,Valide," 	 ",21/06/2018,F10601/GE,,,EQUERRE G FIX SOUBASSEMENT DE SIEGE 2EME RANGEE,,,Fournisseur,,,,,,,1,,,,ORU,0M000,Officielle,,,,BE,,,," 	 883532668R",EQUERRE G SOUBASSEMENT SIEGE 2EME RNG,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle," ORU,EXT",,RS-,,-,,,MARTUR AUTO. SEATING AND INT,MS,,Oui,,,Design - Montée en Gamme - Teintes,Version dérivée ou série limitée,,,,---,BE,---,BE,,0.659,Calculée,,,Plan de définition obligatoire,883532668R,Renault,Plan,--A,3,Non partagé
63,SIEGES,X79,F10601---,Fonction,SIEGE 2EME RANGEE,Renault,74,Projet,H79 PH2 RUSSIE E1 2AT,,,,10,ORU,0M000,,28,Valide," 	 ",21/06/2018,F10601/IF,,,RENFORT DOSSIER D SIEGE 2EME RNG,,,Fournisseur,,,,,,,1,,,,,,,EXT,0M000,Officielle,BE,,,," 	 886E23707R",RENFORT DOSSIER SIEGE 2EME RNG,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle," EXT,ORU",,R--,,-,,,,J8,,Oui,,,Design - Montée en Gamme - Teintes,Non définie,,,,---,BE,---,BE,,0.3,Calculée,,,Plan et Num 3D obligatoires,886E23707R,Renault,Plan,--A,6,Non partagé
63,SIEGES,X79,F10601---,Fonction,SIEGE 2EME RANGEE,Renault,74,Projet,H79 PH2 RUSSIE E1 2AT,,,,10,ORU,0M000,,29,Valide," 	 ",21/06/2018,F10601/IG,,,RENFORT DOSSIER G SIEGE 2EME RNG,,,Fournisseur,,,,,,,1,,,,,,,EXT,0M000,Officielle,BE,,,," 	 886E28466R",RENFORT DOSSIER SIEGE 2EME RNG,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle," EXT,ORU",,R--,,-,,,,UF,,Oui,,,Design - Montée en Gamme - Teintes,Non définie,,,,---,BE,---,BE,,0.6,Calculée,,,Plan et Num 3D obligatoires,886E28466R,Renault,Plan,--A,4,Non partagé
63,SIEGES,X79,F10601---,Fonction,SIEGE 2EME RANGEE,Renault,95,Projet,H79 PH2 RUSSIE E0 TR4X2,,,,12,ORU,0M000,,18,Valide," 	 ",21/06/2018,F10601/IE,,,RENFORT DOSSIER SIEGE 2EME RNG,,,Fournisseur,,,,,,,1,,,,ORU,0M000,Officielle,,,,BE,,,," 	 886E25054R",RENFORT DOSSIER SIEGE 2EME RNG,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,ORU,,R--,,-,,,,C7,,Oui,,,Design - Montée en Gamme - Teintes,Non définie,,,,---,BE,---,BE,,0.3,Calculée,,,Plan et Num 3D obligatoires,886E25054R,Renault,Plan,--A,5,Non partagé
63,SIEGES,X79,F10601---,Fonction,SIEGE 2EME RANGEE,Renault,95,Projet,H79 PH2 RUSSIE E0 TR4X2,,,,12,ORU,0M000,,19,Valide," 	 ",21/06/2018,F10601/EW,,,SANGLE MTN ARMATURE DE SIEGE 2EME RNG,,,Fournisseur,,,,,,,1,,,,ORU,0M000,Officielle,,,,BE,,,," 	 886C63229R",SANGLE MTN ARMATURE SIEGE 2EME RNG,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,ORU,,RQ-,,-,,,TAKATA ROMANIA SRL,XY,,Oui,,,Prestations Véhicules et Organes,Résolution pb Qualité - Fiab / LUP QC / SdF / SGP,,,,---,BE,---,BE,,0.13,Pesée pièce série,,,Plan et Num 3D obligatoires,886C63229R,Renault,Plan,---,2,Non partagé
63,SIEGES,X79,F10601---,Fonction,SIEGE 2EME RANGEE,Renault,AC,Projet,H79 IRELAND PH1  E2 PITESTI,,,,1,MOP,0M000,,1,Valide," 	 ",16/09/2014,F10601/XH,,,VIS SPECIALE,,,Fournisseur,,,,,,,6,,,,MOP,0M000,Officielle,,,,BE,,,," 	 7705098193",VIS RDL INDEMONTABLE M10-30 8-8 SA3GS,RMU,Renault,00APS,,Renault," 	 7705098193"," PCE Pièce, Unité",,,,EXT,65130,Officielle," LUT,NB1,MOP,REV,BUR,SOV,CHN,VUC,LHA,UPL,VAL,ORA,SRT,MCA",,---,,S,71K,,RENAULT SAS DEPOT RLT SOFRAS,FJ,,Oui,,,Non définie,Non définie,Initialisation par PDP,,,---,BE,---,BE,,0.028,Pesée pièce série,,,Plan de définition obligatoire,7705098193,Renault,Plan,---,1,Non partagé
63,SIEGES,X79,F10601---,Fonction,SIEGE 2EME RANGEE,Renault,AC,Projet,H79 IRELAND PH1  E2 PITESTI,,,,1,MOP,0M000,,2,Valide," 	 ",05/01/2015,F10601/BG,,,CACHE VERROU DE DOSSIER SIEGE 2EME RANGEE,,,Fournisseur,,,,,,,2,,,,MOP,0M000,Officielle,,,,BE,,,," 	 7703077090",AGRAFE MAINTIEN,RMU,Renault,00APS,XCP,Renault," 	 "," PCE Pièce, Unité",,,," EXT,SFK",00APS,Officielle," SOV,OCM,MOP,PLS,UAS,NSA,RMA,ORU,MCA,IPK,VUC,ORA,COR",,---,,S,330,64Y,RENAULT SAS DEPOT RLT SOFRAS,AP,,Oui,,,Standardisation,RMU,Initialisation par PDP,,,--D,BE,--D,BE,,0.001,Pesée pièce série,,,Plan de définition obligatoire,7703077090,Renault,Plan,--D,3,Non partagé
63,SIEGES,X79,F10601---,Fonction,SIEGE 2EME RANGEE,Renault,AV,Projet,H79 PH2 PRIM PITESTI /E2 / TEXTILE / 3AT,,,,2,MOP,0M000,,1,Valide," 	 ",12/03/2015,F10601/AI,,,SIEGE 2EME RNG EQP,,,Couleur,,,,,,,1,,,,,,,EXT,0M000,Officielle,BE,AC,,," 	 880002212R",SIEGE AR COMPLET,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,EXT,,RS-,,-,,,,ET,,Non,,,Design - Montée en Gamme - Teintes,Version dérivée ou série limitée,,,,--D,BE,--D,BE,,30.6,Calculée,,,Plan et Num 3D obligatoires,880006301R,Renault,Plan,--J,15,
63,SIEGES,X79,F10601---,Fonction,SIEGE 2EME RANGEE,Renault,AZ,Projet,PH2 EQUATEUR 1/1,,,,3,OCM,0RDBA,,16,Valide," 	 ",27/07/2017,F10601/CX,,,BUTEE DE DOSSIER DE SIEGE 2EME RANGEE,,,Fournisseur,,,,,,,2,,,,,,,EXT,0RDBA,Officielle,BE,,,," 	 8200849624",BUTEE HAUT DE DOSSIER,PIE,Renault,65400,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,65400,Officielle," RMA,ORU,EXT",,---,,-,,S4Q,ADIENT AUTOMOTIVE ROMANIA SR,87,,Oui,,,Non définie,Non définie,Initialisation par PDP,,,---,BE,---,BE,,0.024,Calculée,,,Plan et Num 3D obligatoires,8200849624,Renault,Plan,---,1,Non partagé
63,SIEGES,X79,F10601---,Fonction,SIEGE 2EME RANGEE,Renault,AZ,Projet,PH2 EQUATEUR 1/1,,,,3,OCM,0RDBA,,17,Valide," 	 ",27/07/2017,F10601/CZ,,,POIGNEE G CDE DEVERROUILLAGE GLS SIEGE 2EME RNG,,,Fournisseur,,,,,,,1,,,,,,,EXT,0RDBA,Officielle,BE,,,," 	 8200927191",POIGNEE HAUT DE DOSSIER G,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,65400,Officielle," EXT,RMA",,---,,-,,S4Q,ADIENT AUTOMOTIVE ROMANIA SR,WS,,Oui,,,Non définie,Non définie,Initialisation par PDP,,,---,BE,---,BE,,0.3,Pesée pièce série,,,Plan et Num 3D obligatoires,8200927191,Renault,Plan,---,1,Non partagé
63,SIEGES,X79,F10601---,Fonction,SIEGE 2EME RANGEE,Renault,AZ,Projet,PH2 EQUATEUR 1/1,,,,3,OCM,0RDBA,,30,Valide," 	 ",27/07/2017,F10601/BB,,,GACHE DE DOSSIER DE SIEGE 2EME RNG,,,Fournisseur,,,,,,,2,,,,OCM,0RDBA,Officielle,,,,BE,,,," 	 886426903R",GACHE DOSSIER BANQUETTE,PIE,Renault,0RDBA,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle," UAS,OCM,IPK",,RS-,,-,,,CHIMSPORT AUTOMOTIVE SA,LE,,Oui,,,Design - Montée en Gamme - Teintes,Non définie,Initialisation par PDP,,,--A,BE,--A,BE,,0.053,Calculée,,,Plan et Num 3D obligatoires,2D0009687P,Renault,Plan,--B,3,
63,SIEGES,X79,F10601---,Fonction,SIEGE 2EME RANGEE,Renault,B0,Projet,H79 PH2 COLOMBIE 1/3:2/3 3AT AVEC ISOFIX,,,,3,OCM,0RDBA,,19,Valide," 	 ",27/07/2017,F10601/DI,,,EQUERRE 1 FIX SOUBASSEMENT DE SIEGE 2EME RNG,,,Fournisseur,,,,,,,1,,,,,,,EXT,0RDBA,Officielle,BE,,,," 	 8200847211",PATTE CENTRALE INTERFACE PLANCHER,PIE,Renault,65400,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,65400,Officielle," RMA,ORU,EXT",,---,,-,,S4Q,ADIENT AUTOMOTIVE ROMANIA SR,YB,,Non,,,Non définie,Non définie,Initialisation par PDP,,,--B,BE,--B,BE,,0.025,Calculée,,,Plan de définition obligatoire,8200847211,Renault,Plan,--B,2,Non partagé
63,SIEGES,X79,F10601---,Fonction,SIEGE 2EME RANGEE,Renault,B2,Projet,H79 PH2 INDIA OUTDOOR EDITION,,,,1,CHN,0INDE,,3,Valide," 	 ",02/03/2016,F10601/BB,,,GACHE DE DOSSIER DE SIEGE 2EME RNG,,,Fournisseur,,,,,,,2,,,,CHN,0INDE,Officielle,,,,BE,,,," 	 886424940R",GACHE DOSSIER BANQUETTE,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,CHN,,PS-,,-,YBR,,CHIMSPORT AUTOMOTIVE SA,Y1,,Oui,,,Design - Montée en Gamme - Teintes,Non définie,Initialisation par PDP,,,--A,BE,--A,BE,,0.059,Calculée,,,Plan et Num 3D obligatoires,2D0009686P,Renault,Plan,--B,4,
63,SIEGES,X79,F10601---,Fonction,SIEGE 2EME RANGEE,Renault,BD,Projet,GCC RUSSIA PH2 : H79/TLRP50/E1/2ATRPH/ENPB01,,,,2,ORU,0M000,,11,Valide," 	 ",25/06/2018,F10601/BP,,,GARNITURE DE DOSSIER D SIEGE 2EME RNG,,,Fournisseur,,,,,,,1,,,,ORU,0M000,Officielle,,,,BE,,,," 	 886201756R",COIFFE DOSSIER SIEGE AR 1/3,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,ORU,,P--,,-,,,MARTUR AUTO. SEATING AND INT,K1,,Oui,,,Industrialisation - Capacitaire et Sourcings,Nouvelle industrialisation / Intégration locale,,,,---,BE,---,BE,,0.435,Calculée,,,Plan de définition obligatoire,2D0010817P,Renault,Plan,---,1,
63,SIEGES,X79,F10601---,Fonction,SIEGE 2EME RANGEE,Renault,BD,Projet,GCC RUSSIA PH2 : H79/TLRP50/E1/2ATRPH/ENPB01,,,,2,ORU,0M000,,12,Valide," 	 ",25/06/2018,F10601/BQ,,,GARNITURE DE DOSSIER G SIEGE 2EME RNG,,,Fournisseur,,,,,,,1,,,,ORU,0M000,Officielle,,,,BE,,,," 	 886206481R",COIFFE DOSSIER SIEGE AR 2/3,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,ORU,,P--,,-,,,MARTUR AUTO. SEATING AND INT,HL,,Oui,,,Industrialisation - Capacitaire et Sourcings,Nouvelle industrialisation / Intégration locale,,,,---,BE,---,BE,,0.63,Calculée,,,Plan de définition obligatoire,2D0010819P,Renault,Plan,---,1,
63,SIEGES,X79,F10601---,Fonction,SIEGE 2EME RANGEE,Renault,BD,Projet,GCC RUSSIA PH2 : H79/TLRP50/E1/2ATRPH/ENPB01,,,,2,ORU,0M000,,19,Valide," 	 ",25/06/2018,F10601/BR,,,GARNITURE DE COUSSIN SIEGE 2EME RNG,,,Fournisseur,,,,,,,1,,,,ORU,0M000,Officielle,,,,BE,,,," 	 883207839R",COIFFE COUSSIN SIEGE AR,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,ORU,,P--,,-,,,MARTUR AUTO. SEATING AND INT,RW,,Oui,,,Industrialisation - Capacitaire et Sourcings,Nouvelle industrialisation / Intégration locale,,,,---,BE,---,BE,,0.635,Calculée,,,Plan de définition obligatoire,2D0010815P,Renault,Plan,---,1,
