ELTDEC_numero,ELTDEC_designation,FAM_code,FCT_numero,FCT_nature,FCT_designation,FCT_BE_resp,VAR_numero,VAR_type,VAR_argument_produit_1,VAR_argument_produit_2,VAR_prix_previ,VAR_masse_previ,SOL_numero,SOL_site_production,SOL_sce,SOL_appariement,ESO_numero,ESO_etat,ESO_num_appro,ESO_date_histo,ESO_num_PG,ESO_commonalite,ESO_commentaire,ESO_designation_PG,ESO_code_SH,ESO_fourn_pilote,ESO_type_concur,ESO_mas_prob,ESO_mas_recy,ESO_risque,ESO_ecart_mas1,ESO_ecart_mas2,ESO_potentiel,ESO_coef,ESO_design_dos_fct,ESO_BE_resp,ESO_indice_dos_fct,AFU_int_site,AFU_int_sce,AFU_int_validite,AFU_ext_site,AFU_ext_sce,AFU_ext_validite,ECO_statut,ECO_sol_ext,ECO_parallel_set_cod,ECO_commentaire,PIE_numero,PIE_designation,PIE_type,PIE_BE_resp,PIE_sce_gest,PIE_sce_colead,PIE_ldr_conception,PIE_Nis_pie_numero,PIE_unite,AFF_POI_site,AFF_POI_sce,AFF_POI_validite,AFF_POE_site,AFF_POE_sce,AFF_POE_validite,AFF_uti_SIGNE,AFF_uti_G2B,PIE_cod_RSE,PIE_vital_part,PIE_code_nature,PIE_code_techno,PIE_sct_ach,PIE_fournisseur,PIE_cod_fab,PIE_source,PIE_gest_MDS,PIE_prix_std,PIE_prix_hors_amort,PIE_inducteur1,PIE_inducteur2,PIE_creation_comment,PIE_gest_PPU,PIE_maj_PPU,PIEIND_indice,PIEIND_statut,PIEIND_Dernier_indice,PIEIND_Dernier_statut,PIEIND_marquage_pays,PIEIND_masse,PIEIND_type_masse,PIEIND_nuance_protection,PIEIND_epaisseur,PIEIND_typologie,DOCTECH_numero,DOCTECH_BE_resp,DOCTECH_type,DOCTECH_indice,DOCTECH_indice_mineur,DOCTECH_flag_nis
31,ACCES - PROTECTION VEHICULE,X52,F21254---,Fonction,CARENAGE SOUS COFFRE,Renault,2,Projet,K52 PH1,,,,1,,0M000,,2,Valide," 	 ",28/01/2016,F21254/AC,,,CARENAGE 1 G SOUS COFFRE,,,Fournisseur,,,,,,,1,,,,MOP,0M000,Officielle,,,,BE,,,," 	 748A09735R",CARENAGE AR SOUS PLANCHER,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,MOP,,R--,,-,,,METAPLAST SRL,JA,,Oui,,,Prestations Véhicules et Organes,Résolution pb Qualité - Fiab / LUP QC / SdF / SGP,,,,---,BE,---,BE,,0.79,Calculée,,,Plan et Num 3D obligatoires,748A09735R,Renault,Plan,---,2,Non partagé
31,ACCES - PROTECTION VEHICULE,X52,F22878---,Fonction,INSONORISATION CARENAGE SOUS MOTEUR,Renault,1,Projet," BLK52 K4M RUSSIE, CSIB, ALGERIE, UKRAINE",,,,2,,0M000,,1,Valide," 	 ",27/03/2015,F22878/AA,,,INSONORISANT CARENAGE SOUS MOTEUR,,,Fournisseur,,,,,,,1,,,," TAN,TOA",0M000,Officielle,,,,BE,,,," 	 791712854R",INSONORISANT,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle," TOA,TAN",,RS-,,-,9D0,,TREVES PRODUCTS SERVICES INN,A9,,Oui,,,Design - Montée en Gamme - Teintes,Montée en gamme / Nouvelle teinte,,,,---,BE,---,BE,,0.109,Pesée pièce série,,,Plan et Num 3D obligatoires,791712854R,Renault,Plan,---,1,Non partagé
31,ACCES - PROTECTION VEHICULE,X52,F15452---,Fonction,CARENAGE AERODYNAMIQUE TRAIN ARRIERE,Renault,1,Projet,BLK52 ENPA01 PH2,,,,1,,0M000,,1,Valide," 	 ",17/01/2019,F15452/AC,,,CARENAGE ELEMENT DE LIAISON ROUE D ET ROUE G TRAIN AR,8708.29,,Fournisseur,,,,,,,1,,,," ORA,TAN,IBO,OCM,RMA,MOP",0M000,Officielle,,,,BE,,,," 	 555821506R",CARENAGE T/AR,PIE,Renault,65500,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,65500,Officielle," MOP,TAN,RMA,UAS,OCM,TOA,IBO,ORA,COR",,R--,,-,300,,SC DELTA INVEST SRL,MR,,Oui,,,Non définie,Non définie,Initialisation par PDP,,,--A,BE,--A,BE,,0.8,Calculée,,,Plan et Num 3D obligatoires,555821506R,Renault,Plan,--A,3,Non partagé
32,ETANCHEITE - MANOEUVRE,X52,F10323---,Fonction,ETANCHEITE DE VITRE LAT MOBILE DE PORTE AV,Renault,1,Projet,B/L 52,,,,1,,0RDBA,,4,Valide," 	 ",28/02/2017,F10323/AL,,,LECHEUR INT DE VITRE AV G,,,Fournisseur,,,,,,,1,,,,MOP,0M000,Officielle,,,,BE,,,," 	 803313063R",LECHEUR INT PORTE AV G,PIE,Renault,65410,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,MOP,,R--,,-,,,SEALYNX AUTOMOTIVE ROMANIA S,72,,Oui,,,Design - Montée en Gamme - Teintes,Non définie,Initialisation par PDP,,,--A,BE,--A,BE,,0.139,Pesée pièce série,,,Plan et Num 3D obligatoires,803313063R,Renault,Plan,--A,4,Non partagé
32,ETANCHEITE - MANOEUVRE,X52,F10323---,Fonction,ETANCHEITE DE VITRE LAT MOBILE DE PORTE AV,Renault,1,Projet,B/L 52,,,,1,,0RDBA,,5,Valide," 	 ",28/02/2017,F10323/AM,,,COULISSE AV DE VITRE AV D,,,Fournisseur,,,,,,,1,,,,MOP,0M000,Officielle,,,,BE,,,," 	 803305768R",COULISSE VITRE AV D,PIE,Renault,65410,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,MOP,,R--,,-,YFZ,,SEALYNX AUTOMOTIVE ROMANIA S,Y8,,Oui,,,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--B,BE,--B,BE,,0.589,Calculée,,,Plan et Num 3D obligatoires,803319372R,Renault,Plan,--B,4,Non partagé
32,ETANCHEITE - MANOEUVRE,X52,F10323---,Fonction,ETANCHEITE DE VITRE LAT MOBILE DE PORTE AV,Renault,1,Projet,B/L 52,,,,1,,0RDBA,,7,Valide," 	 ",28/02/2017,F10323/AU,,,PAVE MOUSSE ETC EXTREMITE LECHEUR INT VITRE AV G,,,Fournisseur,,,,,,,2,,,,MOP,0M000,Officielle,,,,BE,,,," 	 992087306R",PAVE MOUSSE EXTREMITE LECHEUR,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle," VAL,TOA,IZH,CHN,OCM,ORU,ORA,UAS,MOP,TCM",,R--,,-,,,HUTCHINSON SRL,WF,,Oui,,,Design - Montée en Gamme - Teintes,Non définie,,,,---,BE,---,BE,,0.001,Calculée,,,Plan et Num 3D obligatoires,992087306R,Renault,Plan,---,2,Non partagé
32,ETANCHEITE - MANOEUVRE,X52,F10323---,Fonction,ETANCHEITE DE VITRE LAT MOBILE DE PORTE AV,Renault,1,Projet,B/L 52,,,,25,,0M000,,2,Valide," 	 ",20/04/2018,F10323/AJ,,,LECHEUR EXT DE VITRE AV G,,,Fournisseur,,,,,,,1,,,,TAN,0M000,Officielle,,,,BE,,,," 	 808213303R",LECHEUR EXT VITRE AV G,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle," RMA,TAN",,R--,,-,,,HUTCHINSON SNC,LN,808210417R,Oui,,,Design - Montée en Gamme - Teintes,Non définie,,,,--A,BE,--A,BE,,0.126,Calculée,,,Plan et Num 3D obligatoires,2D0016939P,Renault,Plan,---,1,
32,ETANCHEITE - MANOEUVRE,X52,F10323---,Fonction,ETANCHEITE DE VITRE LAT MOBILE DE PORTE AV,Renault,1,Projet,B/L 52,,,,25,,0M000,,3,Valide," 	 ",20/04/2018,F10323/AK,,,LECHEUR INT DE VITRE AV D,,,Fournisseur,,,,,,,1,,,,TAN,0M000,Officielle,,,,BE,,,," 	 803302164R",LECHEUR INT PORTE AV D,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle," RMA,TAN",,R--,,-,,,HUTCHINSON SNC,MN,803308376R,Oui,,,Design - Montée en Gamme - Teintes,Non définie,Initialisation par PDP,,,---,BE,---,BE,,0.134,Pesée pièce série,,,Plan et Num 3D obligatoires,803317576R,Renault,Plan,--B,3,Non partagé
32,ETANCHEITE - MANOEUVRE,X52,F10323---,Fonction,ETANCHEITE DE VITRE LAT MOBILE DE PORTE AV,Renault,1,Projet,B/L 52,,,,25,,0M000,,5,Valide," 	 ",20/04/2018,F10323/AM,,,COULISSE AV DE VITRE AV D,,,Fournisseur,,,,,,,1,,,,TAN,0M000,Officielle,,,,BE,,,," 	 803308958R",COULISSE VITRE AV D,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle," RMA,TAN",,R--,,-,YFZ,,HUTCHINSON SNC,9Y,803305768R,Oui,,,Design - Montée en Gamme - Teintes,Non définie,Initialisation par PDP,,,--A,BE,--A,BE,,0.544,Calculée,,,Plan et Num 3D obligatoires,803316191R,Renault,Plan,--C,5,Non partagé
32,ETANCHEITE - MANOEUVRE,X52,F10323---,Fonction,ETANCHEITE DE VITRE LAT MOBILE DE PORTE AV,Renault,1,Projet,B/L 52,,,,25,,0M000,,9,Valide," 	 ",20/04/2018,F10323/BZ,,,BUTEE DE VITRE MOBILE DE PORTE AV D,,,Fournisseur,,,,,,,1,,,,TAN,0M000,Officielle,,,,BE,,,," 	 8200132524",BUTEE,PIE,Renault,65410,,Renault," 	 8200132524"," PCE Pièce, Unité",,,," EXT,SFK",65400,Officielle," EXT,SOV,PLS,LUT,NB1,UAS,PAL,VUC,TAN,LHA,COR,ORU,SNY",,---,,-,10Z,YYS,TRELLEBORG AUTOMOTIVE FRANCE,YY,,Oui,,,Non définie,Non définie,Initialisation par PDP,,,--C,BE,--C,BE,,0.003,Pesée pièce série,,,Plan et Num 3D obligatoires,8200132524,Renault,Plan,--C,4,Non partagé
32,ETANCHEITE - MANOEUVRE,X52,F10323---,Fonction,ETANCHEITE DE VITRE LAT MOBILE DE PORTE AV,Renault,1,Projet,B/L 52,,,,26,,0M000,,9,Valide," 	 ",20/04/2018,F10323/BZ,,,BUTEE DE VITRE MOBILE DE PORTE AV D,,,Fournisseur,,,,,,,1,,,,RMA,0M000,Officielle,,,,BE,,,," 	 7703088072",BUTEE,PIE,Renault,00APS,,Renault," 	 7703088072"," PCE Pièce, Unité",,,," SFK,EXT",00APS,Officielle," COR,UAS,AGV,REV,OCM,MOP,ORU,IKO,IPK,MAH,NSA,RMA,TOA",,---,,-,10Z,D2L,CARBODY  SAS,SF,,Oui,,,Non définie,Non définie,Initialisation par PDP,,,---,BE,---,BE,,0.001,Pesée pièce série,,,Plan de définition obligatoire,7703088072,Renault,Plan,---,3,Non partagé
32,ETANCHEITE - MANOEUVRE,X52,F10323---,Fonction,ETANCHEITE DE VITRE LAT MOBILE DE PORTE AV,Renault,1,Projet,B/L 52,,,,29,,0RDBA,,3,Valide," 	 ",26/02/2019,F10323/AK,,,LECHEUR INT DE VITRE AV D,,,Fournisseur,,,,,,,1,,,," UAS,COR",0RDBA,Officielle,,,,BE,,,," 	 803306869R",LECHEUR INT PORTE AV D,PIE,Renault,0RDBA,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle," COR,UAS,OCM",,R--,,-,YFZ,,COOPER STANDARD AUTOMOTIVE.,E1,,Oui,,,Industrialisation - Capacitaire et Sourcings,Nouvelle industrialisation / Intégration locale,,,,---,BE,---,BE,,0.139,Pesée pièce série,,,Plan et Num 3D obligatoires,2D0028135P,Renault,Plan,---,2,
32,ETANCHEITE - MANOEUVRE,X52,F10323---,Fonction,ETANCHEITE DE VITRE LAT MOBILE DE PORTE AV,Renault,1,Projet,B/L 52,,,,29,,0RDBA,,5,Valide," 	 ",26/02/2019,F10323/AM,,,COULISSE AV DE VITRE AV D,,,Fournisseur,,,,,,,1,,,," UAS,COR",0RDBA,Officielle,,,,BE,,,," 	 803307438R",COULISSE VITRE AV D,PIE,Renault,0RDBA,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle," COR,UAS,OCM",,R--,,-,YFZ,,COOPER STANDARD AUTOMOTIVE.,UL,,Oui,,,Industrialisation - Capacitaire et Sourcings,Nouvelle industrialisation / Intégration locale,,,,---,BE,---,BE,,0.557,Calculée,,,Plan et Num 3D obligatoires,2D0028136P,Renault,Plan,---,3,
32,ETANCHEITE - MANOEUVRE,X52,F10323---,Fonction,ETANCHEITE DE VITRE LAT MOBILE DE PORTE AV,Renault,1,Projet,B/L 52,,,,29,,0RDBA,,9,Valide," 	 ",26/02/2019,F10323/BG,,,MOUSSE 1 ACOUSTIQUE SUR VITRE MOBILE PORTE AV G,,,Fournisseur,,,,,,,1,,,," UAS,COR",0RDBA,Officielle,,,,BE,,,," 	 283E97670R",PLAQUETTE ADHESIVE,PIE,Renault,0RDBA,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle," UAS,VUC,COR",,R-E,,-,,,KOINONIA FITAS PECAS TECN.ES,WE,,Oui,,,Industrialisation - Capacitaire et Sourcings,Nouvelle industrialisation / Intégration locale,,EPPU Ex Pièce PPU,28/08/2015,--A,BE,--A,BE,,0.001,Pesée pièce série,,,Plan de définition obligatoire,2DA398541R,Renault,Plan,---,3,
32,ETANCHEITE - MANOEUVRE,X52,F10322---,Fonction,ETANCHEITE DE VITRE LAT MOBILE DE PORTE AR,Renault,1,Projet,L52,,,,30,,0M000,,3,Valide," 	 ",20/04/2018,F10322/AM,,,LECHEUR INT AR DE VITRE AR D,,,Fournisseur,,,,,,,1,,,,RMA,0M000,Officielle,,,,BE,,,," 	 823307566R",LECHEUR INT VITRE AR D,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle," RMA,TAN",,R--,,-,,,HUTCHINSON SNC,UN,823306224R,Oui,,,Design - Montée en Gamme - Teintes,Non définie,Initialisation par PDP,,,---,BE,---,BE,,0.127,Calculée,,,Plan et Num 3D obligatoires,823318626R,Renault,Plan,--C,4,Non partagé
32,ETANCHEITE - MANOEUVRE,X52,F10322---,Fonction,ETANCHEITE DE VITRE LAT MOBILE DE PORTE AR,Renault,1,Projet,L52,,,,30,,0M000,,5,Valide," 	 ",20/04/2018,F10322/AQ,,,COULISSE DE VITRE AR G,,,Fournisseur,,,,,,,1,,,,RMA,0M000,Officielle,,,,BE,,,," 	 823314594R",COULISSE VITRE AR G,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,RMA,,R--,,-,YFZ,,HUTCHINSON SNC,JK,823311878R,Oui,,,Design - Montée en Gamme - Teintes,Non définie,,,,--A,BE,--A,BE,,0.558,Calculée,,,Plan et Num 3D obligatoires,823314594R,Renault,Plan,--B,3,Non partagé
32,ETANCHEITE - MANOEUVRE,X52,F10322---,Fonction,ETANCHEITE DE VITRE LAT MOBILE DE PORTE AR,Renault,1,Projet,L52,,,,30,,0M000,,7,Valide," 	 ",20/04/2018,F10322/BJ,,,COULISSE AR DE VITRE AR G,4016.99,,Fournisseur,,,,,,,1,,,,RMA,0M000,Officielle,,,,BE,,,," 	 822738743R",COULISSE MONTANT FIXE PORTE AR G,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,RMA,,R--,,-,,,HUTCHINSON SNC,Y5,822735828R,Oui,,,Design - Montée en Gamme - Teintes,Non définie,,,,--A,BE,--A,BE,,0.154,Calculée,,,Plan et Num 3D obligatoires,822738743R,Renault,Plan,--B,4,Non partagé
32,ETANCHEITE - MANOEUVRE,X52,F10322---,Fonction,ETANCHEITE DE VITRE LAT MOBILE DE PORTE AR,Renault,1,Projet,L52,,,,31,,0RDBA,,1,Valide," 	 ",20/04/2018,F10322/AM,,,LECHEUR INT AR DE VITRE AR D,,,Fournisseur,,,,,,,1,,,,OCM,0RDBA,Officielle,,,,BE,,,," 	 823308617R",LECHEUR INT VITRE AR D,PIE,Renault,0RDBA,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle," OCM,COR,UAS",,R--,,-,YFZ,,COOPER STANDARD AUTOMOTIVE.,UN,,Oui,,,Industrialisation - Capacitaire et Sourcings,Nouvelle industrialisation / Intégration locale,,,,---,BE,---,BE,,0.131,Calculée,,,Plan et Num 3D obligatoires,2D0028180P,Renault,Plan,---,2,
32,ETANCHEITE - MANOEUVRE,X52,F10322---,Fonction,ETANCHEITE DE VITRE LAT MOBILE DE PORTE AR,Renault,1,Projet,L52,,,,31,,0RDBA,,3,Valide," 	 ",20/04/2018,F10322/AQ,,,COULISSE DE VITRE AR G,,,Fournisseur,,,,,,,1,,,,OCM,0RDBA,Officielle,,,,BE,,,," 	 823310159R",COULISSE VITRE AR G,PIE,Renault,0RDBA,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle," OCM,COR,UAS",,R--,,-,YFZ,,COOPER STANDARD AUTOMOTIVE.,C3,,Oui,,,Industrialisation - Capacitaire et Sourcings,Nouvelle industrialisation / Intégration locale,,,,---,BE,---,BE,,1.075,Calculée,,,Plan et Num 3D obligatoires,2D0028369P,Renault,Plan,---,2,
32,ETANCHEITE - MANOEUVRE,X52,F10322---,Fonction,ETANCHEITE DE VITRE LAT MOBILE DE PORTE AR,Renault,1,Projet,L52,,,,31,,0RDBA,,5,Valide," 	 ",20/04/2018,F10322/BJ,,,COULISSE AR DE VITRE AR G,4016.99,,Fournisseur,,,,,,,1,,,,OCM,0RDBA,Officielle,,,,BE,,,," 	 822736809R",COULISSE MONTANT FIXE PORTE AR G,PIE,Renault,0RDBA,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle," UAS,OCM,COR",,R--,,-,,,HBA HUTCHINSON BRASIL AUTOMO,HY,,Oui,,,Industrialisation - Capacitaire et Sourcings,Changement de fournisseur,,,,--A,BE,--A,BE,,0.154,Calculée,,,Plan et Num 3D obligatoires,2D0001528P,Renault,Plan,---,16,
32,ETANCHEITE - MANOEUVRE,X52,F10322---,Fonction,ETANCHEITE DE VITRE LAT MOBILE DE PORTE AR,Renault,1,Projet,L52,,,,35,,0M000,,7,Valide," 	 ",06/09/2018,F10322/BJ,,,COULISSE AR DE VITRE AR G,4016.99,,Fournisseur,,,,,,,1,,,," IZH,TOA",0M000,Officielle,,,,BE,,,," 	 822735828R",COULISSE MONTANT FIXE PORTE AR G,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle," MOP,IZH,TOA",,R--,,-,,,SEALYNX AUTOMOTIVE ROMANIA S,70,,Oui,,,Industrialisation - Capacitaire et Sourcings,Nouvelle industrialisation / Intégration locale,,,,--B,BE,--B,BE,,0.129,Calculée,,,Plan et Num 3D obligatoires,822735828R,Renault,Plan,--B,5,Non partagé
32,ETANCHEITE - MANOEUVRE,X52,F10322---,Fonction,ETANCHEITE DE VITRE LAT MOBILE DE PORTE AR,Renault,1,Projet,L52,,,,36,,0M000,,4,Valide," 	 ",24/07/2019,F10322/AN,,,LECHEUR INT AR DE VITRE AR G,,,Fournisseur,,,,,,,1,,,,MOP,0M000,Officielle,,,,BE,,,," 	 823312887R",LECHEUR INT VITRE AR G,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,MOP,,R--,,-,,,SEALYNX AUTOMOTIVE ROMANIA S,AM,,Oui,,,Design - Montée en Gamme - Teintes,Non définie,Initialisation par PDP,,,--A,BE,--A,BE,,0.131,Calculée,,,Plan et Num 3D obligatoires,823312887R,Renault,Plan,--A,3,Non partagé
32,ETANCHEITE - MANOEUVRE,X52,F10322---,Fonction,ETANCHEITE DE VITRE LAT MOBILE DE PORTE AR,Renault,1,Projet,L52,,,,36,,0M000,,5,Valide," 	 ",24/07/2019,F10322/AQ,,,COULISSE DE VITRE AR G,,,Fournisseur,,,,,,,1,,,,MOP,0M000,Officielle,,,,BE,,,," 	 823314662R",COULISSE VITRE AR G,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,MOP,,R--,,-,YFZ,,SEALYNX AUTOMOTIVE ROMANIA S,70,,Oui,,,Design - Montée en Gamme - Teintes,Non définie,Initialisation par PDP,,,--A,BE,--A,BE,,0.578,Calculée,,,Plan et Num 3D obligatoires,2D0001966P,Renault,Plan,---,2,
32,ETANCHEITE - MANOEUVRE,X52,F10322---,Fonction,ETANCHEITE DE VITRE LAT MOBILE DE PORTE AR,Renault,3,Projet,B52,,,,41,,0M000,,5,Valide," 	 ",20/04/2018,F10322/AQ,,,COULISSE DE VITRE AR G,,,Fournisseur,,,,,,,1,,,," RMA,TAN",0M000,Officielle,,,,BE,,,," 	 823313663R",COULISSE VITRE AR G,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle," RMA,TAN",,R--,,-,YFZ,,HUTCHINSON INDUSTRIAS,P8,,Oui,,,Design - Montée en Gamme - Teintes,Non définie,,,,---,BE,---,BE,,0.571,Calculée,,,Plan et Num 3D obligatoires,823313663R,Renault,Plan,--A,2,Non partagé
32,ETANCHEITE - MANOEUVRE,X52,F10322---,Fonction,ETANCHEITE DE VITRE LAT MOBILE DE PORTE AR,Renault,3,Projet,B52,,,,41,,0M000,,7,Valide," 	 ",20/04/2018,F10322/BJ,,,COULISSE AR DE VITRE AR G,4016.99,,Fournisseur,,,,,,,1,,,," TAN,RMA",0M000,Officielle,,,,BE,,,," 	 822739645R",COULISSE MONTANT FIXE PORTE AR G,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle," RMA,TAN",,R--,,-,,,HUTCHINSON INDUSTRIAS,HE,,Oui,,,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,---,BE,---,BE,,0.156,Calculée,,,Plan et Num 3D obligatoires,822739645R,Renault,Plan,---,1,Non partagé
32,ETANCHEITE - MANOEUVRE,X52,F10322---,Fonction,ETANCHEITE DE VITRE LAT MOBILE DE PORTE AR,Renault,3,Projet,B52,,,,45,,0RDBA,,3,Valide," 	 ",03/07/2018,F10322/AQ,,,COULISSE DE VITRE AR G,,,Fournisseur,,,,,,,1,,,," UAS,COR",0RDBA,Officielle,,,,BE,,,," 	 823312985R",COULISSE VITRE AR G,PIE,Renault,0RDBA,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle," COR,UAS,OCM",,R--,,-,YFZ,,COOPER STANDARD AUTOMOTIVE.,8E,,Oui,,,Prestations Véhicules et Organes,Résolution pb Qualité - Fiab / LUP QC / SdF / SGP,,,,---,BE,---,BE,,0.87,Calculée,,,Plan et Num 3D obligatoires,2D0027067P,Renault,Plan,---,1,
32,ETANCHEITE - MANOEUVRE,X52,F10322---,Fonction,ETANCHEITE DE VITRE LAT MOBILE DE PORTE AR,Renault,3,Projet,B52,,,,45,,0RDBA,,5,Valide," 	 ",03/07/2018,F10322/BJ,,,COULISSE AR DE VITRE AR G,4016.99,,Fournisseur,,,,,,,1,,,," UAS,COR",0RDBA,Officielle,,,,BE,,,," 	 822731145R",COULISSE MONTANT FIXE PORTE AR G,PIE,Renault,0RDBA,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle," UAS,OCM,COR",,R--,,-,,,HBA HUTCHINSON BRASIL AUTOMO,MH,,Oui,,,Industrialisation - Capacitaire et Sourcings,Changement de fournisseur,,,,--B,BE,--B,BE,,0.157,Calculée,,,Plan et Num 3D obligatoires,2D0019274P,Renault,Plan,---,1,
32,ETANCHEITE - MANOEUVRE,X52,F10322---,Fonction,ETANCHEITE DE VITRE LAT MOBILE DE PORTE AR,Renault,3,Projet,B52,,,,46,,0RDBA,,9,Valide," 	 ",03/07/2018,F10322/CN,,,PAVE MOUSSE 1 ETC COULISSE VITRE AR D,,,Fournisseur,,,,,,,1.5,,,,OCM,0RDBA,Officielle,,,,BE,,,," 	 7700778475",PLAQUE ADHESIVE FIX CQ INF SOUS VLT,PIE,Renault,65660,XCP,Renault," 	 7700778475"," PCE Pièce, Unité",,,,EXT,0M000,Officielle," EXT,UAS,AGV,OCM,UPL,REV,LHA,BUR,DPE,VAL,COR,CKD,UGB,PAL,PLS,RSM,IPK,CHN,ORU,VUC,MOP,RMA,TAN,TCM,WUH,ORA",,R--,,-,10Z,D2L,INDUSTRIELS DESMARQUOY SNC,C7,,Non,,,Non définie,Non définie,Initialisation par PDP,PPPU Pièce Plus Utilisée Projet,08/12/2014,--C,BE,--C,BE,,0.003,Pesée pièce série,,,Plan de définition obligatoire,7700778475,Renault,Plan,--B,3,Non partagé
32,ETANCHEITE - MANOEUVRE,X52,F10322---,Fonction,ETANCHEITE DE VITRE LAT MOBILE DE PORTE AR,Renault,3,Projet,B52,,,,47,,0M000,,7,Valide," 	 ",06/09/2018,F10322/BJ,,,COULISSE AR DE VITRE AR G,4016.99,,Fournisseur,,,,,,,1,,,,TOA,0M000,Officielle,,,,BE,,,," 	 822731391R",COULISSE MONTANT FIXE PORTE AR G,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle," MOP,TOA",,R--,,-,,,SEALYNX AUTOMOTIVE ROMANIA S,ZP,,Oui,,,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--B,BE,--B,BE,,0.127,Calculée,,,Plan et Num 3D obligatoires,822731391R,Renault,Plan,--B,4,Non partagé
32,ETANCHEITE - MANOEUVRE,X52,F10322---,Fonction,ETANCHEITE DE VITRE LAT MOBILE DE PORTE AR,Renault,3,Projet,B52,,,,48,,0M000,,5,Valide," 	 ",24/07/2019,F10322/AQ,,,COULISSE DE VITRE AR G,,,Fournisseur,,,,,,,1,,,,MOP,0M000,Officielle,,,,BE,,,," 	 823317744R",COULISSE VITRE AR G,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,MOP,,R--,,-,YFZ,,SEALYNX AUTOMOTIVE ROMANIA S,HM,,Oui,,,Design - Montée en Gamme - Teintes,Non définie,Initialisation par PDP,,,--A,BE,--A,BE,,0.585,Calculée,,,Plan et Num 3D obligatoires,2D0001967P,Renault,Plan,---,2,
32,ETANCHEITE - MANOEUVRE,X52,F10322---,Fonction,ETANCHEITE DE VITRE LAT MOBILE DE PORTE AR,Renault,4,Projet,K52,,,,8,,0M000,,5,Valide," 	 ",24/07/2019,F10322/AQ,,,COULISSE DE VITRE AR G,,,Fournisseur,,,,,,,1,,,,MOP,0M000,Officielle,,,,BE,,,," 	 823318467R",COULISSE VITRE AR G,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,MOP,,R--,,-,YFZ,,SEALYNX AUTOMOTIVE ROMANIA S,DN,,Oui,,,Design - Montée en Gamme - Teintes,Non définie,,,,--C,BE,--C,BE,,0.565,Calculée,,,Plan et Num 3D obligatoires,2D0001969P,Renault,Plan,---,2,
