Tipo de demarche;Department;Function Group ;PartReference;Part Designation;Piloted ANPQP;Supplier Name;Pays;Site;PFE / File Manager;Purchasing;SSD;SSD Project Proximite;Origin (IL, PLDA, CO);Type piece (POE, POI);Razones PSW de origen ND;Fecha prevista PSW origen;Las piezas para ABPT1 son IOD? (Si-no);Las piezas para ABPT1 son representativas para PSW? ;Las piezas que llegan para ABPT1 tienen PSW? ;Cómo van a garantizar la llegada de piezas con PSW para ABPT2;Se tiene plan de cumplimiento de GSCR? ;TIPO
Fase 4;DE-VD;62;809099644R;MEDAILLON GARNITURE PANNEAU PORTE AV G;Pilotada;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;;0;J. Gomez;;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;62;809099915R;MEDAILLON GARNITURE PANNEAU PORTE AV G;Pilotada;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;;0;J. Gomez;;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;62;809100835R;BAC PORTE AV D;Pilotada;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;;0;J. Gomez;;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;62;809116688R;BAC PORTE AV G;Pilotada;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;;0;J. Gomez;;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;62;809402873R;ACCOUDOIR PORTE AV D;Pilotada;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;;0;J. Gomez;;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;62;809415645R;ACCOUDOIR PORTE AV G;Pilotada;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;;0;J. Gomez;;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;62;826748552R;RENFORT POIGNEE TIRAGE D;Pilotada;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;;0;J. Gomez;;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;62;826754919R;RENFORT POIGNEE TIRAGE G;Pilotada;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;;0;J. Gomez;;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;62;829102588R;BAC PORTE AR D;Pilotada;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;;0;J. Gomez;;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;62;829117078R;BAC PORTE AR G;Pilotada;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;;0;J. Gomez;;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;62;829409491R;ACCOUDOIR PORTE AR D;Pilotada;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;;0;J. Gomez;;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;62;829412582R;ACCOUDOIR PORTE AR G;Piloto;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;;0;J. Gomez;;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;63;886020178R;ETRIER APPUI TETE;Piloto;MARTUR;ROMANIA;286023-03;;0;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;63;886027039R;ETRIER APPUI TETE;Piloto; TESCA DINIZ TURKEY TEKSTIL VE KOLTU;TURKEY;297510-01-BURSA-TURQUIE;;0;B. Couture;??;PLDA;POE;;;;;;;;PLDA
;;;873333523R;;;;;;;;;;;;;;;;;;;PLDA
